??,????,????,??,?????
1867,0x1A473C,0x1A4924,488,sub_1A473C
1868,0x1A4924,0x1A5250,2348,sub_1A4924
1869,0x1A5250,0x1A55FC,940,sub_1A5250
1870,0x1A55FC,0x1A6A6C,5232,sub_1A55FC
1871,0x1A6A6C,0x1A6BB8,332,sub_1A6A6C
1872,0x1A6BB8,0x1A6EEC,820,sub_1A6BB8
1873,0x1A6EEC,0x1A6F7C,144,sub_1A6EEC
1874,0x1A6F7C,0x1A76B8,1852,sub_1A6F7C
1875,0x1A76B8,0x1A7ABC,1028,sub_1A76B8
1876,0x1A7ABC,0x1A8128,1644,sub_1A7ABC
1877,0x1A8128,0x1A821C,244,sub_1A8128
1878,0x1A821C,0x1A8288,108,sub_1A821C
1879,0x1A8288,0x1A854C,708,sub_1A8288
1880,0x1A854C,0x1A86CC,384,sub_1A854C
1881,0x1A86CC,0x1A8AD8,1036,sub_1A86CC
1882,0x1A8AD8,0x1A8BE0,264,sub_1A8AD8
1883,0x1A8BE0,0x1A8FE8,1032,sub_1A8BE0
1884,0x1A8FE8,0x1A93AC,964,sub_1A8FE8
1885,0x1A93AC,0x1A9424,120,sub_1A93AC
1886,0x1A9424,0x1A9824,1024,sub_1A9424
1887,0x1A9824,0x1A99B4,400,sub_1A9824
1888,0x1A99B4,0x1A99E4,48,sub_1A99B4
1889,0x1A99E4,0x1A9A18,52,sub_1A99E4
1890,0x1A9A18,0x1A9B3C,292,sub_1A9A18
1891,0x1A9B3C,0x1AA19C,1632,sub_1A9B3C
1892,0x1AA19C,0x1AA1A4,8,sub_1AA19C
1893,0x1AA1A4,0x1AA1B0,12,sub_1AA1A4
1894,0x1AA1B0,0x1AA1BC,12,sub_1AA1B0
1895,0x1AA1BC,0x1ABA08,6220,sub_1AA1BC
1896,0x1ABA08,0x1ABB00,248,sub_1ABA08
1897,0x1ABB00,0x1ABBC8,200,sub_1ABB00
1898,0x1ABBC8,0x1AC00C,1092,sub_1ABBC8
1899,0x1AC00C,0x1AC380,884,sub_1AC00C
1900,0x1AC380,0x1AC6EC,876,sub_1AC380
1901,0x1AC6EC,0x1AD260,2932,sub_1AC6EC
1902,0x1AD260,0x1AD4DC,636,sub_1AD260
1903,0x1AD4DC,0x1AD968,1164,sub_1AD4DC
1904,0x1AD968,0x1ADB20,440,sub_1AD968
1905,0x1ADB20,0x1ADCE8,456,sub_1ADB20
1906,0x1ADCE8,0x1ADEE4,508,sub_1ADCE8
1907,0x1ADEE4,0x1AE1B0,716,sub_1ADEE4
1908,0x1AE1B0,0x1AE208,88,sub_1AE1B0
1909,0x1AE208,0x1AE448,576,sub_1AE208
1910,0x1AE448,0x1AE6DC,660,sub_1AE448
1911,0x1AE6DC,0x1AE744,104,sub_1AE6DC
1912,0x1AE744,0x1AEB2C,1000,sub_1AE744
1913,0x1AEB2C,0x1AEF58,1068,sub_1AEB2C
1914,0x1AEF58,0x1AF248,752,sub_1AEF58
1915,0x1AF248,0x1AF534,748,sub_1AF248
1916,0x1AF534,0x1B0050,2844,sub_1AF534
1917,0x1B0050,0x1B0910,2240,sub_1B0050
1918,0x1B0910,0x1B09D4,196,sub_1B0910
1919,0x1B09D4,0x1B0A98,196,sub_1B09D4
1920,0x1B0A98,0x1B0C50,440,sub_1B0A98
1921,0x1B0C50,0x1B1820,3024,sub_1B0C50
1922,0x1B1820,0x1B19BC,412,sub_1B1820
1923,0x1B19BC,0x1B1AD4,280,sub_1B19BC
1924,0x1B1AD4,0x1B1B9C,200,sub_1B1AD4
1925,0x1B1B9C,0x1B1D28,396,sub_1B1B9C
1926,0x1B1D28,0x1B2274,1356,sub_1B1D28
1927,0x1B2274,0x1B2398,292,sub_1B2274
1928,0x1B2398,0x1B2AE0,1864,sub_1B2398
1929,0x1B2AE0,0x1B31B0,1744,sub_1B2AE0
1930,0x1B31B0,0x1B3234,132,sub_1B31B0
1931,0x1B3234,0x1B7A98,18532,sub_1B3234
1932,0x1B7A98,0x1B8850,3512,sub_1B7A98
1933,0x1B8850,0x1B8DF4,1444,sub_1B8850
1934,0x1B8DF4,0x1B9068,628,sub_1B8DF4
1935,0x1B9068,0x1B90F0,136,sub_1B9068
1936,0x1B90F0,0x1B93F8,776,sub_1B90F0
1937,0x1B93F8,0x1B9560,360,sub_1B93F8
1938,0x1B9560,0x1BA1EC,3212,sub_1B9560
1939,0x1BA1EC,0x1BAD88,2972,sub_1BA1EC
1940,0x1BAD88,0x1BB37C,1524,sub_1BAD88
1941,0x1BB37C,0x1BB444,200,sub_1BB37C
1942,0x1BB444,0x1BB4D0,140,sub_1BB444
1943,0x1BB4D0,0x1BBACC,1532,sub_1BB4D0
1944,0x1BBACC,0x1BBD30,612,sub_1BBACC
1945,0x1BBD30,0x1BC324,1524,sub_1BBD30
1946,0x1BC324,0x1BCD20,2556,sub_1BC324
1947,0x1BCD20,0x1BCEF4,468,sub_1BCD20
1948,0x1BCEF4,0x1BD4E4,1520,sub_1BCEF4
1949,0x1BD4E4,0x1BD81C,824,sub_1BD4E4
1950,0x1BD81C,0x1BE118,2300,sub_1BD81C
1951,0x1BE118,0x1BE4E0,968,sub_1BE118
1952,0x1BE4E0,0x1BE5A0,192,sub_1BE4E0
1953,0x1BE5A0,0x1BE8C4,804,sub_1BE5A0
1954,0x1BE8C4,0x1BEA70,428,sub_1BE8C4
1955,0x1BEA70,0x1BECBC,588,sub_1BEA70
1956,0x1BECBC,0x1BED38,124,sub_1BECBC
1957,0x1BED38,0x1BEDA0,104,sub_1BED38
1958,0x1BEDA0,0x1BEE60,192,sub_1BEDA0
1959,0x1BEE60,0x1BEF2C,204,sub_1BEE60
1960,0x1BEF2C,0x1BF81C,2288,sub_1BEF2C
1961,0x1BF81C,0x1BF94C,304,sub_1BF81C
1962,0x1BF94C,0x1C0F54,5640,sub_1BF94C
1963,0x1C0F54,0x1C12B8,868,sub_1C0F54
1964,0x1C12B8,0x1C1C3C,2436,sub_1C12B8
1965,0x1C1C3C,0x1C1FFC,960,sub_1C1C3C
1966,0x1C1FFC,0x1C23C4,968,sub_1C1FFC
1967,0x1C23C4,0x1C26CC,776,sub_1C23C4
1968,0x1C26CC,0x1C2998,716,sub_1C26CC
1969,0x1C2998,0x1C2CA4,780,sub_1C2998
1970,0x1C2CA4,0x1C355C,2232,sub_1C2CA4
1971,0x1C355C,0x1C35C0,100,sub_1C355C
1972,0x1C35C0,0x1C37C0,512,sub_1C35C0
1973,0x1C37C0,0x1C3B50,912,sub_1C37C0
1974,0x1C3B50,0x1C41E0,1680,sub_1C3B50
1975,0x1C41E0,0x1C4698,1208,sub_1C41E0
1976,0x1C4698,0x1C489C,516,sub_1C4698
1977,0x1C489C,0x1C4F34,1688,sub_1C489C
1978,0x1C4F34,0x1C5088,340,sub_1C4F34
1979,0x1C5088,0x1C5104,124,sub_1C5088
1980,0x1C5104,0x1C583C,1848,sub_1C5104
1981,0x1C583C,0x1C6178,2364,sub_1C583C
1982,0x1C6178,0x1C68BC,1860,sub_1C6178
1983,0x1C68BC,0x1C9190,10452,sub_1C68BC
1984,0x1C9190,0x1C9218,136,sub_1C9190
1985,0x1C9218,0x1C990C,1780,sub_1C9218
1986,0x1C990C,0x1C9A98,396,sub_1C990C
1987,0x1C9A98,0x1C9B74,220,sub_1C9A98
1988,0x1C9B74,0x1C9EE4,880,sub_1C9B74
1989,0x1C9EE4,0x1CA20C,808,sub_1C9EE4
1990,0x1CA20C,0x1CA398,396,sub_1CA20C
1991,0x1CA398,0x1CA458,192,sub_1CA398
1992,0x1CA458,0x1CAABC,1636,sub_1CA458
1993,0x1CAABC,0x1CAF1C,1120,sub_1CAABC
1994,0x1CAF1C,0x1CB330,1044,sub_1CAF1C
1995,0x1CB330,0x1CB81C,1260,sub_1CB330
1996,0x1CB81C,0x1CBA58,572,sub_1CB81C
1997,0x1CBA58,0x1CBBB4,348,sub_1CBA58
1998,0x1CBBB4,0x1CBFD4,1056,sub_1CBBB4
1999,0x1CBFD4,0x1CC5B8,1508,sub_1CBFD4
2000,0x1CC5B8,0x1CC7AC,500,sub_1CC5B8
2001,0x1CC7AC,0x1CC8A4,248,sub_1CC7AC
2002,0x1CC8A4,0x1CCEB4,1552,sub_1CC8A4
2003,0x1CCEB4,0x1CD0C8,532,sub_1CCEB4
2004,0x1CD0C8,0x1CD2E0,536,sub_1CD0C8
2005,0x1CD2E0,0x1CD3E0,256,sub_1CD2E0
2006,0x1CD3E0,0x1CDE7C,2716,sub_1CD3E0
2007,0x1CDE7C,0x1CE748,2252,sub_1CDE7C
2008,0x1CE748,0x1D00C0,6520,sub_1CE748
2009,0x1D00C0,0x1D050C,1100,sub_1D00C0
2010,0x1D050C,0x1D0CF8,2028,sub_1D050C
2011,0x1D0CF8,0x1D0E9C,420,sub_1D0CF8
2012,0x1D0E9C,0x1D0F14,120,sub_1D0E9C
2013,0x1D0F14,0x1D1294,896,sub_1D0F14
2014,0x1D1294,0x1D12EC,88,sub_1D1294
2015,0x1D12EC,0x1D1380,148,sub_1D12EC
2016,0x1D1380,0x1D14A4,292,sub_1D1380
2017,0x1D14A4,0x1D172C,648,sub_1D14A4
2018,0x1D172C,0x1D177C,80,sub_1D172C
2019,0x1D177C,0x1D187C,256,sub_1D177C
2020,0x1D187C,0x1D1944,200,sub_1D187C
2021,0x1D1944,0x1D1A34,240,sub_1D1944
2022,0x1D1A34,0x1D1B50,284,sub_1D1A34
2023,0x1D1B50,0x1D2240,1776,sub_1D1B50
2024,0x1D2240,0x1D2494,596,sub_1D2240
2025,0x1D2494,0x1D2804,880,sub_1D2494
2026,0x1D2804,0x1D2938,308,sub_1D2804
2027,0x1D2938,0x1D2E20,1256,sub_1D2938
2028,0x1D2E20,0x1D2FCC,428,sub_1D2E20
2029,0x1D2FCC,0x1D33DC,1040,sub_1D2FCC
2030,0x1D33DC,0x1D3538,348,sub_1D33DC
2031,0x1D3538,0x1D3BF8,1728,sub_1D3538
2032,0x1D3BF8,0x1D4B2C,3892,sub_1D3BF8
2033,0x1D4B2C,0x1D4C84,344,sub_1D4B2C
2034,0x1D4C84,0x1D5BEC,3944,sub_1D4C84
2035,0x1D5BEC,0x1D6060,1140,sub_1D5BEC
2036,0x1D6060,0x1D63B0,848,sub_1D6060
2037,0x1D63B0,0x1D66A8,760,sub_1D63B0
2038,0x1D66A8,0x1D7070,2504,sub_1D66A8
2039,0x1D7070,0x1D77CC,1884,sub_1D7070
2040,0x1D77CC,0x1D7B24,856,sub_1D77CC
2041,0x1D7B24,0x1D80A8,1412,sub_1D7B24
2042,0x1D80A8,0x1D87F0,1864,sub_1D80A8
2043,0x1D87F0,0x1D88A4,180,sub_1D87F0
2044,0x1D88A4,0x1D8D10,1132,sub_1D88A4
2045,0x1D8D10,0x1D8F2C,540,sub_1D8D10
2046,0x1D8F2C,0x1D98F0,2500,sub_1D8F2C
2047,0x1D98F0,0x1D99B4,196,sub_1D98F0
2048,0x1D99B4,0x1D9C54,672,sub_1D99B4
2049,0x1D9C54,0x1DA204,1456,sub_1D9C54
2050,0x1DA204,0x1DA57C,888,sub_1DA204
2051,0x1DA57C,0x1DA864,744,sub_1DA57C
2052,0x1DA864,0x1DAC9C,1080,sub_1DA864
2053,0x1DAC9C,0x1DAD50,180,sub_1DAC9C
2054,0x1DAD50,0x1DB118,968,sub_1DAD50
2055,0x1DB118,0x1DB160,72,sub_1DB118
2056,0x1DB160,0x1DB2A8,328,sub_1DB160
2057,0x1DB2A8,0x1DB3C0,280,sub_1DB2A8
2058,0x1DB3C0,0x1DB3FC,60,sub_1DB3C0
2059,0x1DB3FC,0x1DB438,60,sub_1DB3FC
2060,0x1DB438,0x1DB6C0,648,sub_1DB438
2061,0x1DB6C0,0x1DB720,96,sub_1DB6C0
2062,0x1DB720,0x1DB880,352,sub_1DB720
2063,0x1DB880,0x1DB898,24,sub_1DB880
2064,0x1DB898,0x1DB8B0,24,sub_1DB898
2065,0x1DB8B0,0x1DB8C0,16,sub_1DB8B0
2066,0x1DB8C0,0x1DB8D0,16,sub_1DB8C0
2067,0x1DB8D0,0x1DCF8C,5820,sub_1DB8D0
2068,0x1DCF8C,0x1DCF94,8,sub_1DCF8C
2069,0x1DCF94,0x1DCF9C,8,sub_1DCF94
2070,0x1DCF9C,0x1DE0C0,4388,sub_1DCF9C
2071,0x1DE0C0,0x1DE510,1104,sub_1DE0C0
2072,0x1DE510,0x1DE5A0,144,sub_1DE510
2073,0x1DE5A0,0x1DE5A4,4,sub_1DE5A0
2074,0x1DE5A4,0x1E27F4,16976,sub_1DE5A4
2075,0x1E27F4,0x1E2878,132,sub_1E27F4
2076,0x1E2878,0x1E41E8,6512,sub_1E2878
2077,0x1E41E8,0x1E41EC,4,sub_1E41E8
2078,0x1E41EC,0x1E7F34,15688,sub_1E41EC
2079,0x1E7F34,0x1E7F38,4,sub_1E7F34
2080,0x1E7F38,0x1E89F0,2744,sub_1E7F38
2081,0x1E89F0,0x1E8B70,384,sub_1E89F0
2082,0x1E8B70,0x1E8DD0,608,sub_1E8B70
2083,0x1E8DD0,0x1E90D4,772,sub_1E8DD0
2084,0x1E90D4,0x1E920C,312,sub_1E90D4
2085,0x1E920C,0x1E92DC,208,sub_1E920C
2086,0x1E92DC,0x1E93C0,228,sub_1E92DC
2087,0x1E93C0,0x1EA9F0,5680,sub_1E93C0
2088,0x1EA9F0,0x1EB0A4,1716,sub_1EA9F0
2089,0x1EB0A4,0x1EB88C,2024,sub_1EB0A4
2090,0x1EB88C,0x1EC028,1948,sub_1EB88C
2091,0x1EC028,0x1EC350,808,sub_1EC028
2092,0x1EC350,0x1EC4A0,336,sub_1EC350
2093,0x1EC4A0,0x1EC5B0,272,sub_1EC4A0
2094,0x1EC5B0,0x1EC780,464,sub_1EC5B0
2095,0x1EC780,0x1ED010,2192,sub_1EC780
2096,0x1ED010,0x1EDAB0,2720,sub_1ED010
2097,0x1EDAB0,0x1EE5FC,2892,sub_1EDAB0
2098,0x1EE5FC,0x1EF1E8,3052,sub_1EE5FC
2099,0x1EF1E8,0x1EFB2C,2372,sub_1EF1E8
2100,0x1EFB2C,0x1F0BB0,4228,sub_1EFB2C
2101,0x1F0BB0,0x1F0DD4,548,sub_1F0BB0
2102,0x1F0DD4,0x1F0E90,188,sub_1F0DD4
2103,0x1F0E90,0x1F0F70,224,sub_1F0E90
2104,0x1F0F70,0x1F1148,472,sub_1F0F70
2105,0x1F1148,0x1F1928,2016,sub_1F1148
2106,0x1F1928,0x1F1A70,328,sub_1F1928
2107,0x1F1A70,0x1F210C,1692,sub_1F1A70
2108,0x1F210C,0x1F39A8,6300,sub_1F210C
2109,0x1F39A8,0x1F4940,3992,sub_1F39A8
2110,0x1F4940,0x1F4A64,292,sub_1F4940
2111,0x1F4A64,0x1F5CE0,4732,sub_1F4A64
2112,0x1F5CE0,0x1F5F7C,668,sub_1F5CE0
2113,0x1F5F7C,0x1F62C0,836,sub_1F5F7C
2114,0x1F62C0,0x1F6E58,2968,sub_1F62C0
2115,0x1F6E58,0x1F6FD4,380,sub_1F6E58
2116,0x1F6FD4,0x1F70F4,288,sub_1F6FD4
2117,0x1F70F4,0x1F71E0,236,sub_1F70F4
2118,0x1F71E0,0x1F7330,336,sub_1F71E0
2119,0x1F7330,0x1F76B0,896,sub_1F7330
2120,0x1F76B0,0x1F7D60,1712,sub_1F76B0
2121,0x1F7D60,0x1F80C0,864,sub_1F7D60
2122,0x1F80C0,0x1F8108,72,sub_1F80C0
2123,0x1F8108,0x1F8148,64,sub_1F8108
2124,0x1F8148,0x1F8404,700,sub_1F8148
2125,0x1F8404,0x1F8414,16,sub_1F8404
2126,0x1F8414,0x1F841C,8,sub_1F8414
2127,0x1F841C,0x1F850C,240,sub_1F841C
2128,0x1F850C,0x1F8540,52,sub_1F850C
2129,0x1F8540,0x1F856C,44,sub_1F8540
2130,0x1F856C,0x1F8628,188,sub_1F856C
2131,0x1F8628,0x1F86C0,152,sub_1F8628
2132,0x1F86C0,0x1F877C,188,sub_1F86C0
2133,0x1F877C,0x1F8834,184,sub_1F877C
2134,0x1F8834,0x1F887C,72,sub_1F8834
2135,0x1F887C,0x1F88B8,60,sub_1F887C
2136,0x1F88B8,0x1F88F4,60,sub_1F88B8
2137,0x1F88F4,0x1F8AD0,476,sub_1F88F4
2138,0x1F8AD0,0x1F8B54,132,sub_1F8AD0
2139,0x1F8B54,0x1F8C08,180,sub_1F8B54
2140,0x1F8C08,0x1F8C18,16,sub_1F8C08
2141,0x1F8C18,0x1F8C24,12,sub_1F8C18
2142,0x1F8C24,0x1F8C74,80,sub_1F8C24
2143,0x1F8C74,0x1F8D0C,152,sub_1F8C74
2144,0x1F8D0C,0x1F8D5C,80,sub_1F8D0C
2145,0x1F8D5C,0x1F8DF4,152,sub_1F8D5C
2146,0x1F8DF4,0x1F902C,568,sub_1F8DF4
2147,0x1F902C,0x1F90B0,132,sub_1F902C
2148,0x1F90B0,0x1F916C,188,sub_1F90B0
2149,0x1F916C,0x1F9180,20,sub_1F916C
2150,0x1F9180,0x1F92F0,368,sub_1F9180
2151,0x1F92F0,0x1F9488,408,sub_1F92F0
2152,0x1F9488,0x1FAB54,5836,sub_1F9488
2153,0x1FAB54,0x1FAC20,204,sub_1FAB54
2154,0x1FAC20,0x1FACF8,216,sub_1FAC20
2155,0x1FACF8,0x1FAE28,304,sub_1FACF8
2156,0x1FAE28,0x1FAF24,252,sub_1FAE28
2157,0x1FAF24,0x1FAF98,116,sub_1FAF24
2158,0x1FAF98,0x1FB228,656,sub_1FAF98
2159,0x1FB228,0x1FB314,236,sub_1FB228
2160,0x1FB314,0x1FB42C,280,sub_1FB314
2161,0x1FB42C,0x1FB4BC,144,sub_1FB42C
2162,0x1FB4BC,0x1FBE38,2428,sub_1FB4BC
2163,0x1FBE38,0x1FC428,1520,sub_1FBE38
2164,0x1FC428,0x1FC528,256,sub_1FC428
2165,0x1FC528,0x1FC554,44,sub_1FC528
2166,0x1FC554,0x1FC66C,280,sub_1FC554
2167,0x1FC66C,0x1FC698,44,sub_1FC66C
2168,0x1FC698,0x1FC958,704,sub_1FC698
2169,0x1FC958,0x1FCAA4,332,sub_1FC958
2170,0x1FCAA4,0x1FCBBC,280,sub_1FCAA4
2171,0x1FCBBC,0x1FCC14,88,sub_1FCBBC
2172,0x1FCC14,0x1FD784,2928,sub_1FCC14
2173,0x1FD784,0x1FDBBC,1080,sub_1FD784
2174,0x1FDBBC,0x1FDFFC,1088,sub_1FDBBC
2175,0x1FDFFC,0x1FE08C,144,sub_1FDFFC
2176,0x1FE08C,0x1FE2C4,568,sub_1FE08C
2177,0x1FE2C4,0x1FE354,144,sub_1FE2C4
2178,0x1FE354,0x1FE450,252,sub_1FE354
2179,0x1FE450,0x1FE59C,332,sub_1FE450
2180,0x1FE59C,0x1FEC74,1752,sub_1FE59C
2181,0x1FEC74,0x1FFA40,3532,sub_1FEC74
2182,0x1FFA40,0x20035C,2332,sub_1FFA40
2183,0x20035C,0x202138,7644,sub_20035C
2184,0x202138,0x202210,216,sub_202138
2185,0x202210,0x2023B0,416,sub_202210
2186,0x2023B0,0x2026AC,764,sub_2023B0
2187,0x2026AC,0x203660,4020,sub_2026AC
2188,0x203660,0x20396C,780,sub_203660
2189,0x20396C,0x204A64,4344,sub_20396C
2190,0x204A64,0x205210,1964,sub_204A64
2191,0x205210,0x205350,320,sub_205210
2192,0x205350,0x205DD8,2696,sub_205350
2193,0x205DD8,0x205E74,156,sub_205DD8
2194,0x205E74,0x2077FC,6536,sub_205E74
2195,0x2077FC,0x207D64,1384,sub_2077FC
2196,0x207D64,0x208360,1532,sub_207D64
2197,0x208360,0x208484,292,sub_208360
2198,0x208484,0x20853C,184,sub_208484
2199,0x20853C,0x20B3D0,11924,sub_20853C
2200,0x20B3D0,0x20B6C0,752,sub_20B3D0
2201,0x20B6C0,0x20B704,68,sub_20B6C0
2202,0x20B704,0x20B73C,56,sub_20B704
2203,0x20B73C,0x20BD48,1548,sub_20B73C
2204,0x20BD48,0x20BE40,248,sub_20BD48
2205,0x20BE40,0x20CBD4,3476,sub_20BE40
2206,0x20CBD4,0x20CD10,316,sub_20CBD4
2207,0x20CD10,0x20CE74,356,sub_20CD10
2208,0x20CE74,0x2118A0,18988,sub_20CE74
2209,0x2118A0,0x211FBC,1820,sub_2118A0
2210,0x211FBC,0x212238,636,sub_211FBC
2211,0x212238,0x212498,608,sub_212238
2212,0x212498,0x2125EC,340,sub_212498
2213,0x2125EC,0x213B38,5452,sub_2125EC
2214,0x213B38,0x213C38,256,sub_213B38
2215,0x213C38,0x213DDC,420,sub_213C38
2216,0x213DDC,0x215E00,8228,sub_213DDC
2217,0x215E00,0x2160C0,704,sub_215E00
2218,0x2160C0,0x2160F4,52,sub_2160C0
2219,0x2160F4,0x21611C,40,sub_2160F4
2220,0x21611C,0x216178,92,sub_21611C
2221,0x216178,0x2161B4,60,sub_216178
2222,0x2161B4,0x2161E4,48,sub_2161B4
2223,0x2161E4,0x216488,676,sub_2161E4
2224,0x216488,0x2164C8,64,sub_216488
2225,0x2164C8,0x21651C,84,sub_2164C8
2226,0x21651C,0x216590,116,sub_21651C
2227,0x216590,0x2165B8,40,sub_216590
2228,0x2165B8,0x21678C,468,sub_2165B8
2229,0x21678C,0x2169EC,608,sub_21678C
2230,0x2169EC,0x216BAC,448,sub_2169EC
2231,0x216BAC,0x217DC8,4636,sub_216BAC
2232,0x217DC8,0x217E58,144,sub_217DC8
2233,0x217E58,0x218224,972,sub_217E58
2234,0x218224,0x21877C,1368,sub_218224
2235,0x21877C,0x218F58,2012,sub_21877C
2236,0x218F58,0x219070,280,sub_218F58
2237,0x219070,0x2193EC,892,sub_219070
2238,0x2193EC,0x2195D8,492,sub_2193EC
2239,0x2195D8,0x219A30,1112,sub_2195D8
2240,0x219A30,0x219C94,612,sub_219A30
2241,0x219C94,0x219C9C,8,sub_219C94
2242,0x219C9C,0x219CA4,8,sub_219C9C
2243,0x219CA4,0x219EF0,588,sub_219CA4
2244,0x219EF0,0x219FF0,256,sub_219EF0
2245,0x219FF0,0x21A62C,1596,sub_219FF0
2246,0x21A62C,0x21A794,360,sub_21A62C
2247,0x21A794,0x21B71C,3976,sub_21A794
2248,0x21B71C,0x21BA8C,880,sub_21B71C
2249,0x21BA8C,0x21BFAC,1312,sub_21BA8C
2250,0x21BFAC,0x21C008,92,sub_21BFAC
2251,0x21C008,0x21C2E0,728,sub_21C008
2252,0x21C2E0,0x21C6B4,980,sub_21C2E0
2253,0x21C6B4,0x21CC94,1504,sub_21C6B4
2254,0x21CC94,0x21D818,2948,sub_21CC94
2255,0x21D818,0x21DA90,632,sub_21D818
2256,0x21DA90,0x21DF04,1140,sub_21DA90
2257,0x21DF04,0x21E3A0,1180,sub_21DF04
2258,0x21E3A0,0x21ED28,2440,sub_21E3A0
2259,0x21ED28,0x21EE50,296,sub_21ED28
2260,0x21EE50,0x21EF90,320,sub_21EE50
2261,0x21EF90,0x21F0A8,280,sub_21EF90
2262,0x21F0A8,0x21F324,636,sub_21F0A8
2263,0x21F324,0x21F448,292,sub_21F324
2264,0x21F448,0x21F6FC,692,sub_21F448
2265,0x21F6FC,0x21FA80,900,sub_21F6FC
2266,0x21FA80,0x21FD00,640,sub_21FA80
2267,0x21FD00,0x22037C,1660,sub_21FD00
2268,0x22037C,0x2205B0,564,sub_22037C
2269,0x2205B0,0x22086C,700,sub_2205B0
2270,0x22086C,0x220D5C,1264,sub_22086C
2271,0x220D5C,0x220FE0,644,sub_220D5C
2272,0x220FE0,0x2211E4,516,sub_220FE0
2273,0x2211E4,0x2217F4,1552,sub_2211E4
2274,0x2217F4,0x221AB8,708,sub_2217F4
2275,0x221AB8,0x221F98,1248,sub_221AB8
2276,0x221F98,0x2222B4,796,sub_221F98
2277,0x2222B4,0x222AB4,2048,sub_2222B4
2278,0x222AB4,0x222EC0,1036,sub_222AB4
2279,0x222EC0,0x2232E8,1064,sub_222EC0
2280,0x2232E8,0x223658,880,sub_2232E8
2281,0x223658,0x223C90,1592,sub_223658
2282,0x223C90,0x224028,920,sub_223C90
2283,0x224028,0x2241D0,424,sub_224028
2284,0x2241D0,0x224298,200,sub_2241D0
2285,0x224298,0x224DF8,2912,sub_224298
2286,0x224DF8,0x22576C,2420,sub_224DF8
2287,0x22576C,0x22590C,416,sub_22576C
2288,0x22590C,0x2259F8,236,sub_22590C
2289,0x2259F8,0x225E80,1160,sub_2259F8
2290,0x225E80,0x225E8C,12,sub_225E80
2291,0x225E8C,0x2263E8,1372,sub_225E8C
2292,0x2263E8,0x226484,156,sub_2263E8
2293,0x226484,0x226918,1172,sub_226484
2294,0x226918,0x226B04,492,sub_226918
2295,0x226B04,0x226B14,16,sub_226B04
2296,0x226B14,0x226B20,12,sub_226B14
2297,0x226B20,0x226B30,16,sub_226B20
2298,0x226B30,0x226B44,20,sub_226B30
2299,0x226B44,0x226B54,16,sub_226B44
2300,0x226B54,0x226B68,20,sub_226B54
2301,0x226B68,0x226B78,16,sub_226B68
2302,0x226B78,0x226B8C,20,sub_226B78
2303,0x226B8C,0x226B9C,16,sub_226B8C
2304,0x226B9C,0x226BBC,32,sub_226B9C
2305,0x226BBC,0x226BD0,20,sub_226BBC
2306,0x226BD0,0x226BE0,16,sub_226BD0
2307,0x226BE0,0x226BF0,16,sub_226BE0
2308,0x226BF0,0x226C7C,140,sub_226BF0
2309,0x226C7C,0x226F48,716,sub_226C7C
2310,0x226F48,0x227188,576,sub_226F48
2311,0x227188,0x227470,744,sub_227188
2312,0x227470,0x227E1C,2476,sub_227470
2313,0x227E1C,0x227E30,20,sub_227E1C
2314,0x227E30,0x227FE8,440,sub_227E30
2315,0x227FE8,0x228454,1132,sub_227FE8
2316,0x228454,0x2285D8,388,sub_228454
2317,0x2285D8,0x228ED8,2304,sub_2285D8
2318,0x228ED8,0x2291DC,772,sub_228ED8
2319,0x2291DC,0x229564,904,sub_2291DC
2320,0x229564,0x229CAC,1864,sub_229564
2321,0x229CAC,0x229D60,180,sub_229CAC
2322,0x229D60,0x22A064,772,sub_229D60
2323,0x22A064,0x22A214,432,sub_22A064
2324,0x22A214,0x22A388,372,sub_22A214
2325,0x22A388,0x22A3A8,32,sub_22A388
2326,0x22A3A8,0x22A3BC,20,sub_22A3A8
2327,0x22A3BC,0x22A3CC,16,sub_22A3BC
2328,0x22A3CC,0x22A3DC,16,sub_22A3CC
2329,0x22A3DC,0x22A3EC,16,sub_22A3DC
2330,0x22A3EC,0x22A400,20,sub_22A3EC
2331,0x22A400,0x22A43C,60,sub_22A400
2332,0x22A43C,0x22A784,840,sub_22A43C
2333,0x22A784,0x22A934,432,sub_22A784
2334,0x22A934,0x22A954,32,sub_22A934
2335,0x22A954,0x22A968,20,sub_22A954
2336,0x22A968,0x22A978,16,sub_22A968
2337,0x22A978,0x22A98C,20,sub_22A978
2338,0x22A98C,0x22A99C,16,sub_22A98C
2339,0x22A99C,0x22A9AC,16,sub_22A99C
2340,0x22A9AC,0x22A9E8,60,sub_22A9AC
2341,0x22A9E8,0x22AA38,80,sub_22A9E8
2342,0x22AA38,0x22AB68,304,sub_22AA38
2343,0x22AB68,0x22AFE4,1148,sub_22AB68
2344,0x22AFE4,0x22AFF0,12,sub_22AFE4
2345,0x22AFF0,0x22B818,2088,sub_22AFF0
2346,0x22B818,0x22B994,380,sub_22B818
2347,0x22B994,0x22B99C,8,sub_22B994
2348,0x22B99C,0x22BC68,716,sub_22B99C
2349,0x22BC68,0x22BCE8,128,sub_22BC68
2350,0x22BCE8,0x22BE94,428,sub_22BCE8
2351,0x22BE94,0x22BE98,4,sub_22BE94
2352,0x22BE98,0x22C038,416,sub_22BE98
2353,0x22C038,0x22C03C,4,sub_22C038
